dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_src_dport_ltm,ct_dst_sport_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,is_sm_ips_ports,attack_cat,label
1.024119,tcp,ftp,FIN,14,12,726,682,24.411224,5272.8247,4890.0566,4,4,77.39692,83.694725,4017.304,105.13255,255,1210841131,1776070384,255,0.202786,0.103474,0.099312,52,57,0,0,1,1,1,1,0,0,Fuzzers,1
2.957354,tcp,-,FIN,30,42,2302,34406,24.007948,6021.599,90856.89,5,15,105.608246,72.118706,7211.2085,5515.9995,255,626973895,990643791,255,0.000757,0.000483,0.000274,77,819,0,0,12,1,0,0,0,0,Normal,0
3.270188,tcp,-,FIN,16,18,1540,1644,10.091163,3532.5186,3799.17,4,4,233.481,192.32646,22002.533,496.59564,255,3891519644,1150762283,255,0.000779,0.000637,0.000142,96,91,0,0,10,1,0,0,0,0,Normal,0
8e-06,udp,-,INT,2,0,206,0,125000.0,103000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,103,0,0,0,2,1,0,0,0,0,Fuzzers,1
0.825867,tcp,-,FIN,12,10,976,852,25.427822,8669.677,7429.7676,3,2,74.996185,86.62256,5129.011,124.87755,255,3606346462,1501052313,255,0.101627,0.046261,0.055366,81,85,0,0,1,1,0,0,0,0,Fuzzers,1
1.355858,tcp,-,FIN,16,18,1540,1644,24.338833,8520.066,9163.202,4,4,104.211464,79.70724,7207.4927,151.09862,255,2857389697,3269864890,255,0.001684,0.000834,0.00085,96,91,0,0,15,1,0,0,0,0,Normal,0
3.253368,tcp,-,FIN,28,30,4656,3080,17.520306,11040.866,7322.873,7,7,120.483376,112.16803,7305.384,192.9039,255,2129552274,1251006896,255,0.000615,0.000491,0.000124,166,103,0,0,1,1,0,0,0,0,Normal,0
0.691876,tcp,-,FIN,10,6,2530,268,21.680185,26328.418,2590.0596,2,1,72.722115,116.7818,3937.3547,184.71153,255,698767841,2982766699,255,0.197707,0.107961,0.089746,253,45,0,0,3,1,0,0,0,0,Fuzzers,1
2.292833,tcp,-,FIN,16,18,1540,1644,14.392674,5038.308,5418.624,4,4,152.83553,142.09938,9227.746,262.08847,255,279491132,1001656787,255,0.020923,0.019242,0.001681,96,91,0,0,6,2,0,0,0,0,Normal,0
5e-06,udp,-,INT,2,0,754,0,200000.0,603200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,377,0,0,0,1,1,0,0,0,0,Shellcode,1
8e-06,gre,-,INT,2,0,156,0,125000.0,78000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,78,0,0,0,1,1,0,0,0,0,Fuzzers,1
8e-06,udp,-,INT,2,0,104,0,125000.0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,4,1,0,0,0,0,Fuzzers,1
0.863581,tcp,-,FIN,12,8,1042,758,22.00141,8856.146,6151.1313,3,2,78.42091,113.60343,4014.5437,158.52849,255,685969108,3480996113,255,0.109959,0.068354,0.041605,87,95,0,0,1,1,0,0,0,0,Fuzzers,1
1.825982,tcp,-,FIN,16,18,1540,1644,18.072468,6326.459,6804.0103,4,4,121.70707,106.24753,7443.3477,193.41124,255,2677395859,3247227403,255,0.030529,0.01977,0.010759,96,91,0,0,5,1,0,0,0,0,Normal,0
1.1e-05,udp,-,INT,2,0,938,0,90909.09,341090900.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,469,0,0,0,6,1,0,0,0,0,Normal,0
3e-06,sep,-,INT,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,1,1,0,0,0,0,Backdoor,1
59.95885,tcp,smtp,CON,4316,682,5832679,30006,83.34049,778044.0,3997.8083,2157,6,13.911554,87.73415,1735.6753,104.121376,255,3257946522,2910316233,255,0.173099,0.085394,0.087705,1351,44,0,0,1,1,0,0,0,0,Exploits,1
23.835249,tcp,-,FIN,78,80,4550,72810,6.586883,1507.683,24132.326,7,33,313.6174,301.704,75993.86,74801.914,255,3407319788,1262264496,255,0.000751,0.000626,0.000125,58,910,0,0,1,1,0,0,0,0,Normal,0
0.906794,tcp,http,FIN,10,8,826,1088,18.747368,6563.784,8398.82,2,2,100.75489,120.32357,5312.74,176.85966,255,425488115,1438593930,255,0.162249,0.063444,0.098805,83,136,1,141,3,3,0,0,9,0,Analysis,1
8e-06,udp,-,INT,2,0,104,0,125000.0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,1,0,0,0,0,Fuzzers,1
0.367473,tcp,-,FIN,38,40,2438,18508,209.5392,51682.707,392866.94,7,13,9.923514,9.408538,581.1156,566.0007,255,3236680070,4100055034,255,0.000723,0.000534,0.000189,64,463,0,0,1,1,0,0,0,0,Normal,0
0.504994,tcp,-,FIN,10,6,756,268,29.703325,10788.247,3548.5571,2,1,51.314777,93.2164,2605.933,136.00426,255,1433846663,533504862,255,0.125132,0.038903,0.086229,76,45,0,0,2,1,0,0,0,0,Fuzzers,1
22.306393,tcp,http,FIN,8,10,1052,824,0.762113,330.3089,266.11206,2,2,3186.561,2478.428,263076.78,6966.223,255,661938863,2812604244,255,0.000703,0.000537,0.000166,132,82,1,83,8,1,0,0,1,0,Normal,0
9e-06,unas,-,INT,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,4,0,0,0,0,Analysis,1
0.48746,tcp,-,FIN,12,8,1162,734,38.97756,17494.77,10552.661,3,2,42.24282,64.74486,2260.483,85.54042,255,966787264,2487371113,255,0.11733,0.034241,0.083089,97,92,0,0,2,2,0,0,0,0,Fuzzers,1
0.773715,tcp,http,FIN,10,8,808,1102,21.971914,7527.3193,9977.834,2,2,79.85044,99.55057,4253.6934,148.96225,255,677012819,4220433006,255,0.148175,0.076852,0.071323,81,138,1,233,3,3,0,0,6,0,Analysis,1
3.548108,tcp,-,FIN,16,18,1540,1644,9.300731,3255.8196,3501.5845,4,4,236.48714,211.68356,19127.234,591.7832,255,1381944124,1640041102,255,0.163016,0.161162,0.001854,96,91,0,0,17,1,0,0,0,0,Normal,0
1.335489,tcp,-,FIN,16,18,1540,1644,24.710049,8650.015,9302.959,4,4,102.64515,73.41165,6584.103,129.2431,255,2776553620,1160640823,255,0.088328,0.087491,0.000837,96,91,0,0,4,1,0,0,0,0,Normal,0
0.02085,tcp,-,FIN,16,18,1540,1644,1582.7338,554052.75,595875.25,4,4,1.367,1.198118,84.5066,2.494021,255,1314586424,3468192640,255,0.000595,0.000479,0.000116,96,91,0,0,6,1,0,0,0,0,Normal,0
0.665002,tcp,-,FIN,10,8,584,354,25.563833,6327.801,3729.3123,2,1,73.889114,81.48671,4094.82,145.27498,255,3482035338,1335380140,255,0.145205,0.082977,0.062228,58,44,0,0,1,1,0,0,0,0,Shellcode,1
3.205728,tcp,-,FIN,16,18,1540,1644,10.294073,3603.5496,3875.5627,4,4,213.69347,199.47144,19157.441,528.9415,255,1381939291,1697637532,255,0.014402,0.014184,0.000218,96,91,0,0,17,1,0,0,0,0,Normal,0
8e-06,cpnx,-,INT,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Backdoor,1
2.956103,tcp,-,FIN,16,18,1540,1644,11.163345,3907.8474,4202.8306,4,4,211.09135,196.7314,12449.509,304.9366,255,1106974848,3510019146,255,0.005986,0.005131,0.000855,96,91,0,0,5,1,0,0,0,0,Normal,0
0.470994,tcp,http,FIN,10,8,770,1360,36.09388,11770.851,20212.572,2,2,52.228558,60.18,2585.566,84.562,255,3107209644,1998002314,255,0.091927,0.049725,0.042202,77,170,1,276,1,1,0,0,1,0,Exploits,1
10.762248,tcp,-,FIN,64,66,3806,51808,11.986343,2785.2917,37928.137,7,26,176.41217,168.15001,35898.12,35065.66,255,4224868685,2079811785,255,0.000787,0.000639,0.000148,59,785,0,0,1,1,0,0,0,0,Normal,0
7.853923,tcp,-,FIN,78,80,4550,72810,19.99001,4575.548,73237.29,7,33,101.99503,99.40832,7907.739,7804.9175,255,702063459,702390599,255,0.000802,0.000657,0.000145,58,910,0,0,1,1,0,0,0,0,Normal,0
8e-06,unas,-,INT,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,3,0,0,0,0,Backdoor,1
41.066822,tcp,-,FIN,20,12,1670,536,0.754867,309.15466,95.843796,4,1,2161.412,3729.1528,293071.7,11612.165,255,1399874703,1117158503,255,0.112325,0.045494,0.066831,84,45,0,0,4,3,0,0,0,0,Fuzzers,1
0.023518,tcp,-,FIN,16,18,1540,1644,1403.1805,491198.25,528276.2,4,4,1.546733,1.356823,93.711494,2.617368,255,3532493045,3542241123,255,0.00057,0.000448,0.000122,96,91,0,0,5,1,0,0,0,0,Normal,0
0.019966,tcp,-,FIN,16,18,1540,1644,1652.8097,578583.56,622257.8,4,4,1.308933,1.146647,78.237404,2.283905,255,1494587091,3644906553,255,0.000594,0.000468,0.000126,96,91,0,0,6,1,0,0,0,0,Normal,0
1.029359,tcp,-,FIN,28,30,4656,3080,55.374268,34895.504,23144.502,7,7,38.112225,35.475277,2138.866,54.781815,255,1614584012,2065845127,255,0.000724,0.00057,0.000154,166,103,0,0,1,1,0,0,0,0,Normal,0
1.762622,tcp,-,FIN,16,18,1540,1644,18.722109,6553.8726,7048.5903,4,4,117.4868,103.61847,7211.5996,205.03032,255,3124038679,3474037259,255,0.001984,0.001099,0.000885,96,91,0,0,8,1,0,0,0,0,Normal,0
1.044215,tcp,-,FIN,12,8,1066,714,18.195486,7492.71,4788.286,3,2,97.2332,131.63042,4669.4717,180.44319,255,3867449960,38767488,255,0.218485,0.122799,0.095686,89,89,0,0,1,1,0,0,0,0,Fuzzers,1
0.001126,udp,dns,CON,2,2,132,164,2664.2986,468916.53,582593.25,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,1,0,0,0,0,Normal,0
0.522437,tcp,http,FIN,10,6,526,268,28.711597,7258.292,3430.0789,2,1,53.004223,78.875,2830.5708,108.83561,255,500751229,3925044145,255,0.213906,0.128056,0.08585,53,45,1,0,1,1,0,0,1,0,Fuzzers,1
8e-06,unas,-,INT,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,1,1,0,0,0,0,Backdoor,1
12.95513,tcp,http,FIN,14,18,1684,10168,2.392875,965.79504,5930.624,3,5,996.5199,762.0329,71257.91,62243.207,255,604519115,2755175801,255,0.000715,0.000567,0.000148,120,565,1,3924,2,1,0,0,1,0,Normal,0
1.957822,tcp,-,FIN,12,10,980,804,10.726205,3673.47,2958.3896,3,2,174.0961,204.24344,11972.453,275.92596,255,3133422050,2179290835,255,0.195786,0.119618,0.076168,82,80,0,0,3,3,0,0,0,0,Fuzzers,1
18.123909,tcp,-,FIN,28,30,4656,3080,3.145017,1981.9124,1314.5067,7,7,697.0611,624.94354,84961.414,2469.023,255,1346972027,1350212309,255,0.000669,0.000542,0.000127,166,103,0,0,1,1,0,0,0,0,Normal,0
8e-06,unas,-,INT,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,1,1,0,0,0,0,Analysis,1
8.341322,tcp,smtp,FIN,26,26,3301,1986,6.114139,3045.0808,1831.844,8,8,333.6529,327.09003,26915.799,760.7779,255,801331121,1499565364,255,0.269365,0.163036,0.106329,127,76,0,0,1,1,0,0,0,0,Exploits,1
0.020518,tcp,-,FIN,16,18,1540,1644,1608.344,563017.9,605517.1,4,4,1.346933,1.178353,83.60222,2.353394,255,2765006804,624593934,255,0.00059,0.000483,0.000107,96,91,0,0,6,1,0,0,0,0,Normal,0
2e-06,udp,snmp,INT,2,0,138,0,500000.0,276000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,69,0,0,0,1,1,0,0,0,0,Normal,0
0.000948,udp,dns,CON,2,2,132,164,3164.557,556962.0,691983.1,0,0,0.005,0.004,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,1,0,0,0,0,Normal,0
1.107593,tcp,-,FIN,10,6,756,268,13.54288,4918.774,1617.9227,2,1,123.06589,204.998,7199.506,352.74762,255,379875871,3425149129,255,0.152928,0.081825,0.071103,76,45,0,0,1,1,0,0,0,0,Fuzzers,1
3e-06,qnx,-,INT,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Backdoor,1
9e-06,ipv6-route,-,INT,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Backdoor,1
0.96005,tcp,ftp,FIN,14,12,750,682,26.040312,5808.031,5216.395,4,4,71.37654,77.87345,3545.6938,88.74012,255,1398008940,881080843,255,0.18189,0.103433,0.078457,54,57,0,0,1,1,1,1,0,0,Fuzzers,1
0.843509,tcp,http,FIN,10,8,1002,354,20.153904,8554.739,2940.0989,2,1,88.662,106.36414,4886.556,180.53603,255,1337712206,1196839123,255,0.172638,0.098958,0.07368,100,44,1,0,1,1,0,0,1,0,Exploits,1
5e-06,udp,-,INT,2,0,1064,0,200000.0,851200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,1,1,0,0,0,0,Fuzzers,1
9e-06,udp,-,INT,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,1,0,0,0,0,Reconnaissance,1
32.081898,tcp,http,FIN,120,28,136392,1224,4.582023,33727.68,294.4963,79,1,271.69247,1185.5386,88918.95,5758.2837,255,151555914,842860119,255,0.123285,0.072349,0.050936,1137,44,1,0,3,2,0,0,2,0,Fuzzers,1
0.001115,udp,dns,CON,2,2,146,178,2690.583,523766.8,638565.0,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,1,0,0,0,0,Normal,0
2.175446,tcp,-,FIN,30,42,2302,34406,32.636986,8185.9077,123513.06,5,15,77.68329,53.950424,5018.511,4537.944,255,1697036946,1832641659,255,0.019254,0.017425,0.001829,77,819,0,0,17,1,0,0,0,0,Normal,0
8e-06,udp,-,INT,2,0,104,0,125000.0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,7,1,0,0,0,0,Fuzzers,1
6e-06,unas,-,INT,2,0,200,0,166666.66,133333330.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,5,0,0,0,0,Backdoor,1
9e-06,udp,-,INT,2,0,104,0,111111.11,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,1,0,0,0,0,Fuzzers,1
0.00422,tcp,http,FIN,8,10,1052,824,4028.436,1745971.6,1406635.1,2,2,0.551857,0.416111,36.560505,0.793852,255,2289197286,2286466183,255,0.000605,0.000474,0.000131,132,82,1,83,1,1,0,0,1,0,Normal,0
1.578636,tcp,http,FIN,12,30,910,31068,25.971786,4231.501,152197.2,2,12,143.49756,49.64324,8370.206,6238.859,255,1752099245,265431110,255,0.236683,0.138973,0.09771,76,1036,1,14673,1,1,0,0,1,0,Exploits,1
8e-06,unas,-,INT,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Analysis,1
0.404378,tcp,-,FIN,10,6,534,268,37.094006,9515.849,4431.497,2,1,39.639442,66.0736,2159.6982,98.39917,255,2967883656,3705666405,255,0.12125,0.074007,0.047243,53,45,0,0,1,1,0,0,0,0,Fuzzers,1
23.30414,tcp,smtp,FIN,52,42,37230,3380,3.990707,12535.111,1132.846,18,8,466.0669,582.5899,86201.86,2976.3499,255,194453825,2340857754,255,0.000665,0.00053,0.000135,716,80,0,0,1,1,0,0,0,0,Normal,0
59.469406,ospf,-,REQ,80,0,8640,0,1.328414,1147.7499,0.0,0,0,794.2588,0.0,978.9228,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,1,0,0,0,0,Exploits,1
0.718977,tcp,-,FIN,10,6,2550,268,20.862976,25536.283,2492.4304,2,1,76.84422,112.394,4224.071,166.09547,255,815979875,2294326277,255,0.252298,0.157,0.095298,255,45,0,0,1,1,0,0,0,0,Fuzzers,1
1.182084,tcp,-,FIN,10,8,486,354,14.381381,2964.2563,2097.9897,2,1,127.05322,163.33458,7521.4526,291.2699,255,2407311649,1235629454,255,0.10151,0.038737,0.062773,49,44,0,0,1,1,0,0,0,0,Fuzzers,1
1.558789,tcp,-,FIN,16,18,1272,2572,21.17028,6122.7017,12471.22,4,4,103.891396,91.659706,6385.11,165.67863,255,1147096213,1147371847,255,0.000862,0.000565,0.000297,80,143,0,0,4,1,0,0,0,0,Normal,0
0.739602,tcp,-,FIN,10,8,1526,354,22.985334,14862.047,3353.1548,2,1,82.178,99.313,4412.6035,181.12508,255,61394931,1863302212,255,0.122934,0.043645,0.079289,153,44,0,0,1,1,0,0,0,0,Fuzzers,1
0.01934,tcp,-,FIN,16,18,1540,1644,1706.3082,597311.3,642399.2,4,4,1.268667,1.111,78.706795,2.199375,255,2649201586,2651461473,255,0.00056,0.000449,0.000111,96,91,0,0,4,1,0,0,0,0,Normal,0
1.000002,tcp,-,FIN,12,8,980,726,18.999962,7191.9854,5087.9897,3,2,86.62491,129.51244,4981.2085,161.4123,255,4134463726,2831260846,255,0.176399,0.093407,0.082992,82,91,0,0,1,1,0,0,0,0,Fuzzers,1
6e-06,unas,-,INT,2,0,200,0,166666.66,133333330.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,4,0,0,0,0,Analysis,1
0.697371,tcp,-,FIN,12,8,1000,716,27.245182,10519.508,7192.728,3,2,60.449,90.46943,2939.6448,117.45818,255,3875470793,398861705,255,0.101958,0.064076,0.037882,83,90,0,0,1,1,0,0,0,0,Fuzzers,1
1.382635,tcp,-,FIN,16,18,1540,1644,23.86747,8355.062,8985.741,4,4,92.153,81.268,6567.053,213.3186,255,1972007374,3279354910,255,0.001206,0.001078,0.000128,96,91,0,0,13,1,0,0,0,0,Normal,0
9e-06,unas,-,INT,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Backdoor,1
1e-05,pim,-,INT,2,0,200,0,100000.0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,DoS,1
1e-05,udp,-,INT,2,0,104,0,100000.0,41600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,1,0,0,0,0,Fuzzers,1
1.1e-05,udp,-,INT,2,0,1548,0,90909.09,562909060.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,774,0,0,0,10,1,0,0,0,0,Normal,0
3.474526,tcp,-,FIN,12,10,1170,810,6.04399,2470.553,1678.5023,3,2,311.37817,376.371,20323.457,636.4886,255,3760343646,629067003,255,0.197679,0.087186,0.110493,98,81,0,0,3,1,0,0,0,0,Fuzzers,1
0.001011,udp,dns,CON,2,2,146,178,2967.359,577645.9,704253.2,0,0,0.009,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,1,0,0,0,0,Normal,0
0.922025,tcp,-,FIN,64,66,3806,51808,139.90944,32511.049,442712.5,7,26,14.629095,14.176154,879.6577,867.0075,255,4016677705,4016974120,255,0.000706,0.000566,0.00014,59,785,0,0,1,1,0,0,0,0,Normal,0
1.979325,tcp,-,FIN,16,18,1540,1644,16.67235,5836.333,6276.887,4,4,131.93153,123.64531,9525.472,244.71129,255,2574103089,3227112325,255,0.001146,0.000997,0.000149,96,91,0,0,4,1,0,0,0,0,Normal,0
1.987619,tcp,-,FIN,16,18,1540,1644,16.60278,5811.979,6250.695,4,4,132.48694,124.15631,7719.833,223.96103,255,541942752,1146500075,255,0.001248,0.001117,0.000131,96,91,0,0,8,1,0,0,0,0,Normal,0
8e-06,snp,-,INT,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Exploits,1
2.703711,tcp,-,FIN,30,42,2302,34406,26.260202,6586.503,99380.445,5,15,93.2139,63.70434,6450.0356,4776.4136,255,889422165,3146431460,255,0.092663,0.091832,0.000831,77,819,0,0,10,1,0,0,0,0,Normal,0
1e-05,udp,-,INT,2,0,1716,0,100000.0,686400000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,858,0,0,0,13,1,0,0,0,0,Fuzzers,1
0.022311,tcp,-,FIN,16,18,1540,1644,1479.0911,517771.5,556855.4,4,4,1.467133,1.284118,90.4769,2.493656,255,3352491410,1212093681,255,0.000582,0.000477,0.000105,96,91,0,0,12,1,0,0,0,0,Normal,0
2.749292,tcp,-,FIN,10,8,564,354,6.18341,1478.1989,902.0505,2,1,301.957,382.14917,19442.152,674.9002,255,284670483,502175120,255,0.141123,0.074239,0.066884,56,44,0,0,1,1,0,0,0,0,Reconnaissance,1
2.693358,tcp,-,FIN,16,18,1540,1644,12.252363,4289.07,4612.829,4,4,179.5322,155.65753,11373.188,291.31262,255,4102294938,1208662659,255,0.048951,0.047171,0.00178,96,91,0,0,13,1,0,0,0,0,Normal,0
1.46016,tcp,-,FIN,16,18,1540,1644,22.600264,7911.4614,8508.656,4,4,112.21531,91.18631,7156.0547,163.22969,255,2857394199,1119245104,255,0.001984,0.001178,0.000806,96,91,0,0,15,1,0,0,0,0,Normal,0
1e-05,udp,-,INT,2,0,438,0,100000.0,175200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,219,0,0,0,6,1,0,0,0,0,Normal,0
3.220552,tcp,-,FIN,16,18,1540,1644,10.246691,3586.9626,3857.7239,4,4,214.68246,189.37694,12246.125,395.46,255,544522831,1358302402,255,0.001944,0.001143,0.000801,96,91,0,0,15,1,0,0,0,0,Normal,0
0.020828,tcp,ssh,FIN,106,114,9400,12298,10514.692,3576723.8,4682543.0,26,31,0.203149,0.183782,12.861416,11.709596,255,4196678663,4196995959,255,0.000727,0.000603,0.000124,89,108,0,0,1,1,0,0,0,0,Normal,0
58.684093,ospf,-,INT,74,0,20128,0,1.243949,2706.8323,0.0,0,0,803.8915,0.0,895.5074,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,1,0,0,0,0,Fuzzers,1
8e-06,br-sat-mon,-,INT,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Backdoor,1
0.02257,tcp,-,FIN,16,18,1540,1644,1462.1179,511829.88,550465.25,4,4,1.4842,1.301059,92.492096,2.71817,255,2816687044,2818603722,255,0.000557,0.000446,0.000111,96,91,0,0,6,1,0,0,0,0,Normal,0
4.042907,tcp,-,FIN,16,18,1540,1644,8.162443,2857.3499,3073.0361,4,4,269.5064,251.60812,17180.234,538.49536,255,1299489248,1172671020,255,0.017924,0.017174,0.00075,96,91,0,0,9,1,0,0,0,0,Normal,0
1.78412,tcp,ftp-data,FIN,8,8,364,790,8.407506,1430.3971,3102.9304,1,2,254.77814,243.06271,18360.383,499.5403,255,3024863085,1423886126,255,0.139154,0.082677,0.056477,46,99,0,0,1,1,0,0,0,0,Exploits,1
8e-06,sm,-,INT,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,1,1,0,0,0,0,Backdoor,1
0.83679,tcp,-,FIN,12,10,3050,828,25.095901,26730.72,7132.016,3,2,76.07182,86.02045,4578.0586,141.49327,255,1987577935,3863455700,255,0.112976,0.061918,0.051058,254,83,0,0,1,1,0,0,0,0,Fuzzers,1
0.927914,tcp,http,FIN,12,8,902,1306,20.476034,7129.9707,9854.361,2,2,84.35582,121.39557,4883.216,172.08926,255,3867829043,1107356147,255,0.111248,0.077449,0.033799,75,163,1,250,1,1,0,0,1,0,Analysis,1
0.102628,tcp,-,FIN,16,18,1540,1644,321.54968,112561.875,121058.58,4,4,6.821333,6.382,420.1086,10.080393,255,1589553192,3764602493,255,0.000636,0.000515,0.000121,96,91,0,0,3,1,0,0,0,0,Normal,0
3.277369,tcp,-,FIN,28,30,4256,3080,17.391998,10017.792,7269.2456,7,7,121.370255,112.99458,6420.984,159.95564,255,1877036063,4113719644,255,0.000692,0.000525,0.000167,152,103,0,0,1,1,0,0,0,0,Normal,0
0.001052,udp,dns,CON,2,2,146,178,2851.7112,555133.06,676806.1,0,0,0.009,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,1,0,0,0,0,Normal,0
1.801753,tcp,-,FIN,16,18,1540,1644,18.315496,6411.5337,6895.507,4,4,120.08487,117.444466,9151.662,213.96982,255,17036386,1224839217,255,0.04025,0.040082,0.000168,96,91,0,0,14,1,0,0,0,0,Normal,0
0.964047,tcp,http,FIN,10,10,812,1142,19.708582,6066.094,8530.704,2,2,107.11633,95.973335,7171.8066,154.08287,255,1692783711,1759039922,255,0.117348,0.065469,0.051879,81,114,1,125,1,1,0,0,1,0,Analysis,1
5e-06,unas,-,INT,2,0,200,0,200000.0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Analysis,1
1.318514,tcp,-,FIN,16,18,1540,1644,25.028175,8761.378,9422.729,4,4,94.1525,77.5255,6055.5674,149.76872,255,2114466625,3621027667,255,0.078999,0.078105,0.000894,96,91,0,0,13,1,0,0,0,0,Normal,0
0.022582,tcp,-,FIN,16,18,1540,1644,1461.341,511557.88,550172.7,4,4,1.485733,1.298706,93.982765,2.873964,255,667104435,672139235,255,0.000632,0.000501,0.000131,96,91,0,0,6,1,0,0,0,0,Normal,0
6e-06,unas,-,INT,2,0,200,0,166666.66,133333330.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Backdoor,1
2.081201,tcp,-,FIN,16,18,1540,1644,15.856229,5550.641,5969.63,4,4,138.72281,122.369064,9788.241,223.80458,255,4127329214,3141363885,255,0.001038,0.000924,0.000114,96,91,0,0,5,1,0,0,0,0,Normal,0
27.286858,tcp,http,FIN,8,10,1052,824,0.623011,270.0201,217.54062,2,2,3895.9673,3031.8052,322916.75,8511.368,255,4102290167,4103575079,255,0.000764,0.000598,0.000166,132,82,1,83,5,1,0,0,4,0,Normal,0
